menu_item,category_item,class_item,,month ,year,month ,year
Regular Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Regular Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,
Regular Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,
Regular Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,
Regular Milk Milk Extra Large,Milk,Non-Carbonated Beverages,,,,,
Regular Milk Milk King Size,Milk,Non-Carbonated Beverages,,,,,
Regular Milk Milk Family Size,Milk,Non-Carbonated Beverages,,,,,
Hot Regular Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Iced Regular Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Cold Regular Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Hot Regular Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,
Iced Regular Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,
Hot Regular Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,
Iced Regular Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,
Hot Regular Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,
Iced Regular Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,
Chocolate Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Chocolate Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,
Chocolate Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,
Chocolate Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,
Chocolate Milk Milk Extra Large,Milk,Non-Carbonated Beverages,,,,,
Chocolate Milk Milk King Size,Milk,Non-Carbonated Beverages,,,,,
Chocolate Milk Milk Family Size,Milk,Non-Carbonated Beverages,,,,,
Hot Chocolate Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Iced Chocolate Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Cold Chocolate Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Hot Chocolate Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,
Iced Chocolate Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,
Hot Chocolate Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,
Iced Chocolate Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,
Hot Chocolate Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,
Iced Chocolate Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,
Strawberry Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Strawberry Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,
Strawberry Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,
Strawberry Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,
Strawberry Milk Milk Extra Large,Milk,Non-Carbonated Beverages,,,,,
Strawberry Milk Milk King Size,Milk,Non-Carbonated Beverages,,,,,
Strawberry Milk Milk Family Size,Milk,Non-Carbonated Beverages,,,,,
Hot Strawberry Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Iced Strawberry Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Cold Strawberry Milk Milk,Milk,Non-Carbonated Beverages,,,,,
Hot Strawberry Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,
Iced Strawberry Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,
Hot Strawberry Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,
Iced Strawberry Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,
Hot Strawberry Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,
Iced Strawberry Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,
Energy Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,
Energy Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,
Energy Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,
Energy Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,
Energy Drink Sports Drinks Extra Large,Sports Drinks,Non-Carbonated Beverages,,,,,
Energy Drink Sports Drinks King Size,Sports Drinks,Non-Carbonated Beverages,,,,,
Energy Drink Sports Drinks Family Size,Sports Drinks,Non-Carbonated Beverages,,,,,
Hot Energy Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,
Iced Energy Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,
Cold Energy Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,
Hot Energy Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,
Iced Energy Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,
Hot Energy Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,
Iced Energy Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,
Hot Energy Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,
Iced Energy Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,
Electrolyte Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,
Electrolyte Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,
Electrolyte Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,
Electrolyte Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,
Electrolyte Drink Sports Drinks Extra Large,Sports Drinks,Non-Carbonated Beverages,,,,,
Electrolyte Drink Sports Drinks King Size,Sports Drinks,Non-Carbonated Beverages,,,,,
Electrolyte Drink Sports Drinks Family Size,Sports Drinks,Non-Carbonated Beverages,,,,,
Hot Electrolyte Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,
Iced Electrolyte Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,
Cold Electrolyte Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,
Hot Electrolyte Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,
Iced Electrolyte Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,
Hot Electrolyte Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,
Iced Electrolyte Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,
Hot Electrolyte Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,
Iced Electrolyte Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,
Americano Hot Coffee,Hot Coffee,Coffee,,,,,
Americano Hot Coffee Small,Hot Coffee,Coffee,,,,,
Americano Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Americano Hot Coffee Large,Hot Coffee,Coffee,,,,,
Americano Hot Coffee Extra Large,Hot Coffee,Coffee,,,,,
Americano Hot Coffee King Size,Hot Coffee,Coffee,,,,,
Americano Hot Coffee Family Size,Hot Coffee,Coffee,,,,,
Hot Americano Hot Coffee,Hot Coffee,Coffee,,,,,
Iced Americano Hot Coffee,Hot Coffee,Coffee,,,,,
Cold Americano Hot Coffee,Hot Coffee,Coffee,,,,,
Americano Hot Coffee Extra Crispy,Hot Coffee,Coffee,,,,,
Americano Hot Coffee No Mayo,Hot Coffee,Coffee,,,,,
Americano Hot Coffee Extra Cheese,Hot Coffee,Coffee,,,,,
Americano Hot Coffee Spicy,Hot Coffee,Coffee,,,,,
Americano Hot Coffee Mild,Hot Coffee,Coffee,,,,,
Americano Hot Coffee BBQ,Hot Coffee,Coffee,,,,,
Hot Americano Hot Coffee Small,Hot Coffee,Coffee,,,,,
Iced Americano Hot Coffee Small,Hot Coffee,Coffee,,,,,
Hot Americano Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Iced Americano Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Hot Americano Hot Coffee Large,Hot Coffee,Coffee,,,,,
Iced Americano Hot Coffee Large,Hot Coffee,Coffee,,,,,
Latte Hot Coffee,Hot Coffee,Coffee,,,,,
Latte Hot Coffee Small,Hot Coffee,Coffee,,,,,
Latte Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Latte Hot Coffee Large,Hot Coffee,Coffee,,,,,
Latte Hot Coffee Extra Large,Hot Coffee,Coffee,,,,,
Latte Hot Coffee King Size,Hot Coffee,Coffee,,,,,
Latte Hot Coffee Family Size,Hot Coffee,Coffee,,,,,
Hot Latte Hot Coffee,Hot Coffee,Coffee,,,,,
Iced Latte Hot Coffee,Hot Coffee,Coffee,,,,,
Cold Latte Hot Coffee,Hot Coffee,Coffee,,,,,
Latte Hot Coffee Extra Crispy,Hot Coffee,Coffee,,,,,
Latte Hot Coffee No Mayo,Hot Coffee,Coffee,,,,,
Latte Hot Coffee Extra Cheese,Hot Coffee,Coffee,,,,,
Latte Hot Coffee Spicy,Hot Coffee,Coffee,,,,,
Latte Hot Coffee Mild,Hot Coffee,Coffee,,,,,
Latte Hot Coffee BBQ,Hot Coffee,Coffee,,,,,
Hot Latte Hot Coffee Small,Hot Coffee,Coffee,,,,,
Iced Latte Hot Coffee Small,Hot Coffee,Coffee,,,,,
Hot Latte Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Iced Latte Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Hot Latte Hot Coffee Large,Hot Coffee,Coffee,,,,,
Iced Latte Hot Coffee Large,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee Small,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee Large,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee Extra Large,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee King Size,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee Family Size,Hot Coffee,Coffee,,,,,
Hot Cappuccino Hot Coffee,Hot Coffee,Coffee,,,,,
Iced Cappuccino Hot Coffee,Hot Coffee,Coffee,,,,,
Cold Cappuccino Hot Coffee,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee Extra Crispy,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee No Mayo,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee Extra Cheese,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee Spicy,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee Mild,Hot Coffee,Coffee,,,,,
Cappuccino Hot Coffee BBQ,Hot Coffee,Coffee,,,,,
Hot Cappuccino Hot Coffee Small,Hot Coffee,Coffee,,,,,
Iced Cappuccino Hot Coffee Small,Hot Coffee,Coffee,,,,,
Hot Cappuccino Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Iced Cappuccino Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Hot Cappuccino Hot Coffee Large,Hot Coffee,Coffee,,,,,
Iced Cappuccino Hot Coffee Large,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee Small,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee Large,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee Extra Large,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee King Size,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee Family Size,Hot Coffee,Coffee,,,,,
Hot Premium Roast Hot Coffee,Hot Coffee,Coffee,,,,,
Iced Premium Roast Hot Coffee,Hot Coffee,Coffee,,,,,
Cold Premium Roast Hot Coffee,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee Extra Crispy,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee No Mayo,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee Extra Cheese,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee Spicy,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee Mild,Hot Coffee,Coffee,,,,,
Premium Roast Hot Coffee BBQ,Hot Coffee,Coffee,,,,,
Hot Premium Roast Hot Coffee Small,Hot Coffee,Coffee,,,,,
Iced Premium Roast Hot Coffee Small,Hot Coffee,Coffee,,,,,
Hot Premium Roast Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Iced Premium Roast Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Hot Premium Roast Hot Coffee Large,Hot Coffee,Coffee,,,,,
Iced Premium Roast Hot Coffee Large,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee Small,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee Large,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee Extra Large,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee King Size,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee Family Size,Hot Coffee,Coffee,,,,,
Hot Vanilla Hot Coffee,Hot Coffee,Coffee,,,,,
Iced Vanilla Hot Coffee,Hot Coffee,Coffee,,,,,
Cold Vanilla Hot Coffee,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee Extra Crispy,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee No Mayo,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee Extra Cheese,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee Spicy,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee Mild,Hot Coffee,Coffee,,,,,
Vanilla Hot Coffee BBQ,Hot Coffee,Coffee,,,,,
Hot Vanilla Hot Coffee Small,Hot Coffee,Coffee,,,,,
Iced Vanilla Hot Coffee Small,Hot Coffee,Coffee,,,,,
Hot Vanilla Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Iced Vanilla Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Hot Vanilla Hot Coffee Large,Hot Coffee,Coffee,,,,,
Iced Vanilla Hot Coffee Large,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee Small,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee Large,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee Extra Large,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee King Size,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee Family Size,Hot Coffee,Coffee,,,,,
Hot Caramel Hot Coffee,Hot Coffee,Coffee,,,,,
Iced Caramel Hot Coffee,Hot Coffee,Coffee,,,,,
Cold Caramel Hot Coffee,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee Extra Crispy,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee No Mayo,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee Extra Cheese,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee Spicy,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee Mild,Hot Coffee,Coffee,,,,,
Caramel Hot Coffee BBQ,Hot Coffee,Coffee,,,,,
Hot Caramel Hot Coffee Small,Hot Coffee,Coffee,,,,,
Iced Caramel Hot Coffee Small,Hot Coffee,Coffee,,,,,
Hot Caramel Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Iced Caramel Hot Coffee Medium,Hot Coffee,Coffee,,,,,
Hot Caramel Hot Coffee Large,Hot Coffee,Coffee,,,,,
Iced Caramel Hot Coffee Large,Hot Coffee,Coffee,,,,,
Iced Americano Iced Coffee,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee Small,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee Large,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee Extra Large,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee King Size,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee Family Size,Iced Coffee,Coffee,,,,,
Hot Iced Americano Iced Coffee,Iced Coffee,Coffee,,,,,
Iced Iced Americano Iced Coffee,Iced Coffee,Coffee,,,,,
Cold Iced Americano Iced Coffee,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee Extra Crispy,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee No Mayo,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee Extra Cheese,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee Spicy,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee Mild,Iced Coffee,Coffee,,,,,
Iced Americano Iced Coffee BBQ,Iced Coffee,Coffee,,,,,
Hot Iced Americano Iced Coffee Small,Iced Coffee,Coffee,,,,,
Iced Iced Americano Iced Coffee Small,Iced Coffee,Coffee,,,,,
Hot Iced Americano Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Iced Iced Americano Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Hot Iced Americano Iced Coffee Large,Iced Coffee,Coffee,,,,,
Iced Iced Americano Iced Coffee Large,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee Small,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee Large,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee Extra Large,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee King Size,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee Family Size,Iced Coffee,Coffee,,,,,
Hot Iced Latte Iced Coffee,Iced Coffee,Coffee,,,,,
Iced Iced Latte Iced Coffee,Iced Coffee,Coffee,,,,,
Cold Iced Latte Iced Coffee,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee Extra Crispy,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee No Mayo,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee Extra Cheese,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee Spicy,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee Mild,Iced Coffee,Coffee,,,,,
Iced Latte Iced Coffee BBQ,Iced Coffee,Coffee,,,,,
Hot Iced Latte Iced Coffee Small,Iced Coffee,Coffee,,,,,
Iced Iced Latte Iced Coffee Small,Iced Coffee,Coffee,,,,,
Hot Iced Latte Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Iced Iced Latte Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Hot Iced Latte Iced Coffee Large,Iced Coffee,Coffee,,,,,
Iced Iced Latte Iced Coffee Large,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee Small,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee Large,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee Extra Large,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee King Size,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee Family Size,Iced Coffee,Coffee,,,,,
Hot Frappe Iced Coffee,Iced Coffee,Coffee,,,,,
Iced Frappe Iced Coffee,Iced Coffee,Coffee,,,,,
Cold Frappe Iced Coffee,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee Extra Crispy,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee No Mayo,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee Extra Cheese,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee Spicy,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee Mild,Iced Coffee,Coffee,,,,,
Frappe Iced Coffee BBQ,Iced Coffee,Coffee,,,,,
Hot Frappe Iced Coffee Small,Iced Coffee,Coffee,,,,,
Iced Frappe Iced Coffee Small,Iced Coffee,Coffee,,,,,
Hot Frappe Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Iced Frappe Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Hot Frappe Iced Coffee Large,Iced Coffee,Coffee,,,,,
Iced Frappe Iced Coffee Large,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee Small,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee Large,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee Extra Large,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee King Size,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee Family Size,Iced Coffee,Coffee,,,,,
Hot Cold Brew Iced Coffee,Iced Coffee,Coffee,,,,,
Iced Cold Brew Iced Coffee,Iced Coffee,Coffee,,,,,
Cold Cold Brew Iced Coffee,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee Extra Crispy,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee No Mayo,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee Extra Cheese,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee Spicy,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee Mild,Iced Coffee,Coffee,,,,,
Cold Brew Iced Coffee BBQ,Iced Coffee,Coffee,,,,,
Hot Cold Brew Iced Coffee Small,Iced Coffee,Coffee,,,,,
Iced Cold Brew Iced Coffee Small,Iced Coffee,Coffee,,,,,
Hot Cold Brew Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Iced Cold Brew Iced Coffee Medium,Iced Coffee,Coffee,,,,,
Hot Cold Brew Iced Coffee Large,Iced Coffee,Coffee,,,,,
Iced Cold Brew Iced Coffee Large,Iced Coffee,Coffee,,,,,
Mocha Specialty Coffee,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee Small,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee Medium,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee Large,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee Extra Large,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee King Size,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee Family Size,Specialty Coffee,Coffee,,,,,
Hot Mocha Specialty Coffee,Specialty Coffee,Coffee,,,,,
Iced Mocha Specialty Coffee,Specialty Coffee,Coffee,,,,,
Cold Mocha Specialty Coffee,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee Extra Crispy,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee No Mayo,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee Extra Cheese,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee Spicy,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee Mild,Specialty Coffee,Coffee,,,,,
Mocha Specialty Coffee BBQ,Specialty Coffee,Coffee,,,,,
Hot Mocha Specialty Coffee Small,Specialty Coffee,Coffee,,,,,
Iced Mocha Specialty Coffee Small,Specialty Coffee,Coffee,,,,,
Hot Mocha Specialty Coffee Medium,Specialty Coffee,Coffee,,,,,
Iced Mocha Specialty Coffee Medium,Specialty Coffee,Coffee,,,,,
Hot Mocha Specialty Coffee Large,Specialty Coffee,Coffee,,,,,
Iced Mocha Specialty Coffee Large,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee Small,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee Medium,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee Large,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee Extra Large,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee King Size,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee Family Size,Specialty Coffee,Coffee,,,,,
Hot Macchiato Specialty Coffee,Specialty Coffee,Coffee,,,,,
Iced Macchiato Specialty Coffee,Specialty Coffee,Coffee,,,,,
Cold Macchiato Specialty Coffee,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee Extra Crispy,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee No Mayo,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee Extra Cheese,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee Spicy,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee Mild,Specialty Coffee,Coffee,,,,,
Macchiato Specialty Coffee BBQ,Specialty Coffee,Coffee,,,,,
Hot Macchiato Specialty Coffee Small,Specialty Coffee,Coffee,,,,,
Iced Macchiato Specialty Coffee Small,Specialty Coffee,Coffee,,,,,
Hot Macchiato Specialty Coffee Medium,Specialty Coffee,Coffee,,,,,
Iced Macchiato Specialty Coffee Medium,Specialty Coffee,Coffee,,,,,
Hot Macchiato Specialty Coffee Large,Specialty Coffee,Coffee,,,,,
Iced Macchiato Specialty Coffee Large,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee Small,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee Medium,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee Large,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee Extra Large,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee King Size,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee Family Size,Specialty Coffee,Coffee,,,,,
Hot Espresso Specialty Coffee,Specialty Coffee,Coffee,,,,,
Iced Espresso Specialty Coffee,Specialty Coffee,Coffee,,,,,
Cold Espresso Specialty Coffee,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee Extra Crispy,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee No Mayo,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee Extra Cheese,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee Spicy,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee Mild,Specialty Coffee,Coffee,,,,,
Espresso Specialty Coffee BBQ,Specialty Coffee,Coffee,,,,,
Hot Espresso Specialty Coffee Small,Specialty Coffee,Coffee,,,,,
Iced Espresso Specialty Coffee Small,Specialty Coffee,Coffee,,,,,
Hot Espresso Specialty Coffee Medium,Specialty Coffee,Coffee,,,,,
Iced Espresso Specialty Coffee Medium,Specialty Coffee,Coffee,,,,,
