menu_item,category_item,class_item,Unnamed: 3,item_id,Unnamed: 5,3NF,menu_item_code,category_item_code,class_item_code,final_unique_code
Apple Juice Large,Juice,Non-Carbonated Beverages,,,,,AJL,J,NO,AJLJNO
Apple Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,AJEL,J,NO,AJELJNO
Apple Juice King Size,Juice,Non-Carbonated Beverages,,,,,AJKS,J,NO,AJKSJNO
Apple Juice Family Size,Juice,Non-Carbonated Beverages,,,,,AJFS,J,NO,AJFSJNO
Hot Apple Juice,Juice,Non-Carbonated Beverages,,,,,HAJ,J,NO,HAJJNO
Iced Apple Juice,Juice,Non-Carbonated Beverages,,,,,IAJ,J,NO,IAJJNO
Cold Apple Juice,Juice,Non-Carbonated Beverages,,,,,CAJ,J,NO,CAJJNO
Hot Apple Juice Small,Juice,Non-Carbonated Beverages,,,,,HAJS,J,NO,HAJSJNO
Iced Apple Juice Small,Juice,Non-Carbonated Beverages,,,,,IAJS,J,NO,IAJSJNO
Hot Apple Juice Medium,Juice,Non-Carbonated Beverages,,,,,HAJM,J,NO,HAJMJNO
Iced Apple Juice Medium,Juice,Non-Carbonated Beverages,,,,,IAJM,J,NO,IAJMJNO
Hot Apple Juice Large,Juice,Non-Carbonated Beverages,,,,,HAJL,J,NO,HAJLJNO
Iced Apple Juice Large,Juice,Non-Carbonated Beverages,,,,,IAJL,J,NO,IAJLJNO
Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,CJ,J,NO,CJJNO
Cranberry Juice Small,Juice,Non-Carbonated Beverages,,,,,CJS,J,NO,CJSJNO
Cranberry Juice Medium,Juice,Non-Carbonated Beverages,,,,,CJM,J,NO,CJMJNO
Cranberry Juice Large,Juice,Non-Carbonated Beverages,,,,,CJL,J,NO,CJLJNO
Cranberry Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,CJEL,J,NO,CJELJNO
Cranberry Juice King Size,Juice,Non-Carbonated Beverages,,,,,CJKS,J,NO,CJKSJNO
Cranberry Juice Family Size,Juice,Non-Carbonated Beverages,,,,,CJFS,J,NO,CJFSJNO
Hot Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,HCJ,J,NO,HCJJNO
Iced Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,ICJ,J,NO,ICJJNO
Cold Cranberry Juice,Juice,Non-Carbonated Beverages,,,,,CCJ,J,NO,CCJJNO
Hot Cranberry Juice Small,Juice,Non-Carbonated Beverages,,,,,HCJS,J,NO,HCJSJNO
Iced Cranberry Juice Small,Juice,Non-Carbonated Beverages,,,,,ICJS,J,NO,ICJSJNO
Hot Cranberry Juice Medium,Juice,Non-Carbonated Beverages,,,,,HCJM,J,NO,HCJMJNO
Iced Cranberry Juice Medium,Juice,Non-Carbonated Beverages,,,,,ICJM,J,NO,ICJMJNO
Hot Cranberry Juice Large,Juice,Non-Carbonated Beverages,,,,,HCJL,J,NO,HCJLJNO
Iced Cranberry Juice Large,Juice,Non-Carbonated Beverages,,,,,ICJL,J,NO,ICJLJNO
Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,LJ,J,NO,LJJNO
Lemonade Juice Small,Juice,Non-Carbonated Beverages,,,,,LJS,J,NO,LJSJNO
Lemonade Juice Medium,Juice,Non-Carbonated Beverages,,,,,LJM,J,NO,LJMJNO
Lemonade Juice Large,Juice,Non-Carbonated Beverages,,,,,LJL,J,NO,LJLJNO
Lemonade Juice Extra Large,Juice,Non-Carbonated Beverages,,,,,LJEL,J,NO,LJELJNO
Lemonade Juice King Size,Juice,Non-Carbonated Beverages,,,,,LJKS,J,NO,LJKSJNO
Lemonade Juice Family Size,Juice,Non-Carbonated Beverages,,,,,LJFS,J,NO,LJFSJNO
Hot Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,HLJ,J,NO,HLJJNO
Iced Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,ILJ,J,NO,ILJJNO
Cold Lemonade Juice,Juice,Non-Carbonated Beverages,,,,,CLJ,J,NO,CLJJNO
Hot Lemonade Juice Small,Juice,Non-Carbonated Beverages,,,,,HLJS,J,NO,HLJSJNO
Iced Lemonade Juice Small,Juice,Non-Carbonated Beverages,,,,,ILJS,J,NO,ILJSJNO
Hot Lemonade Juice Medium,Juice,Non-Carbonated Beverages,,,,,HLJM,J,NO,HLJMJNO
Iced Lemonade Juice Medium,Juice,Non-Carbonated Beverages,,,,,ILJM,J,NO,ILJMJNO
Hot Lemonade Juice Large,Juice,Non-Carbonated Beverages,,,,,HLJL,J,NO,HLJLJNO
Iced Lemonade Juice Large,Juice,Non-Carbonated Beverages,,,,,ILJL,J,NO,ILJLJNO
Still Water,Water,Non-Carbonated Beverages,,,,,SW,W,NO,SWWNO
Still Water Small,Water,Non-Carbonated Beverages,,,,,SWS,W,NO,SWSWNO
Still Water Medium,Water,Non-Carbonated Beverages,,,,,SWM,W,NO,SWMWNO
Still Water Large,Water,Non-Carbonated Beverages,,,,,SWL,W,NO,SWLWNO
Still Water Extra Large,Water,Non-Carbonated Beverages,,,,,SWEL,W,NO,SWELWNO
Still Water King Size,Water,Non-Carbonated Beverages,,,,,SWKS,W,NO,SWKSWNO
Still Water Family Size,Water,Non-Carbonated Beverages,,,,,SWFS,W,NO,SWFSWNO
Hot Still Water,Water,Non-Carbonated Beverages,,,,,HSW,W,NO,HSWWNO
Iced Still Water,Water,Non-Carbonated Beverages,,,,,ISW,W,NO,ISWWNO
Cold Still Water,Water,Non-Carbonated Beverages,,,,,CSW,W,NO,CSWWNO
Hot Still Water Small,Water,Non-Carbonated Beverages,,,,,HSWS,W,NO,HSWSWNO
Iced Still Water Small,Water,Non-Carbonated Beverages,,,,,ISWS,W,NO,ISWSWNO
Hot Still Water Medium,Water,Non-Carbonated Beverages,,,,,HSWM,W,NO,HSWMWNO
Iced Still Water Medium,Water,Non-Carbonated Beverages,,,,,ISWM,W,NO,ISWMWNO
Hot Still Water Large,Water,Non-Carbonated Beverages,,,,,HSWL,W,NO,HSWLWNO
Iced Still Water Large,Water,Non-Carbonated Beverages,,,,,ISWL,W,NO,ISWLWNO
Sparkling Water,Water,Non-Carbonated Beverages,,,,,SW,W,NO,SWWNO
Sparkling Water Small,Water,Non-Carbonated Beverages,,,,,SWS,W,NO,SWSWNO
Sparkling Water Medium,Water,Non-Carbonated Beverages,,,,,SWM,W,NO,SWMWNO
Sparkling Water Large,Water,Non-Carbonated Beverages,,,,,SWL,W,NO,SWLWNO
Sparkling Water Extra Large,Water,Non-Carbonated Beverages,,,,,SWEL,W,NO,SWELWNO
Sparkling Water King Size,Water,Non-Carbonated Beverages,,,,,SWKS,W,NO,SWKSWNO
Sparkling Water Family Size,Water,Non-Carbonated Beverages,,,,,SWFS,W,NO,SWFSWNO
Hot Sparkling Water,Water,Non-Carbonated Beverages,,,,,HSW,W,NO,HSWWNO
Iced Sparkling Water,Water,Non-Carbonated Beverages,,,,,ISW,W,NO,ISWWNO
Cold Sparkling Water,Water,Non-Carbonated Beverages,,,,,CSW,W,NO,CSWWNO
Hot Sparkling Water Small,Water,Non-Carbonated Beverages,,,,,HSWS,W,NO,HSWSWNO
Iced Sparkling Water Small,Water,Non-Carbonated Beverages,,,,,ISWS,W,NO,ISWSWNO
Hot Sparkling Water Medium,Water,Non-Carbonated Beverages,,,,,HSWM,W,NO,HSWMWNO
Iced Sparkling Water Medium,Water,Non-Carbonated Beverages,,,,,ISWM,W,NO,ISWMWNO
Hot Sparkling Water Large,Water,Non-Carbonated Beverages,,,,,HSWL,W,NO,HSWLWNO
Iced Sparkling Water Large,Water,Non-Carbonated Beverages,,,,,ISWL,W,NO,ISWLWNO
Bottled Water Water,Water,Non-Carbonated Beverages,,,,,BWW,W,NO,BWWWNO
Bottled Water Water Small,Water,Non-Carbonated Beverages,,,,,BWWS,W,NO,BWWSWNO
Bottled Water Water Medium,Water,Non-Carbonated Beverages,,,,,BWWM,W,NO,BWWMWNO
Bottled Water Water Large,Water,Non-Carbonated Beverages,,,,,BWWL,W,NO,BWWLWNO
Bottled Water Water Extra Large,Water,Non-Carbonated Beverages,,,,,BWWEL,W,NO,BWWELWNO
Bottled Water Water King Size,Water,Non-Carbonated Beverages,,,,,BWWKS,W,NO,BWWKSWNO
Bottled Water Water Family Size,Water,Non-Carbonated Beverages,,,,,BWWFS,W,NO,BWWFSWNO
Hot Bottled Water Water,Water,Non-Carbonated Beverages,,,,,HBWW,W,NO,HBWWWNO
Iced Bottled Water Water,Water,Non-Carbonated Beverages,,,,,IBWW,W,NO,IBWWWNO
Cold Bottled Water Water,Water,Non-Carbonated Beverages,,,,,CBWW,W,NO,CBWWWNO
Hot Bottled Water Water Small,Water,Non-Carbonated Beverages,,,,,HBWWS,W,NO,HBWWSWNO
Iced Bottled Water Water Small,Water,Non-Carbonated Beverages,,,,,IBWWS,W,NO,IBWWSWNO
Hot Bottled Water Water Medium,Water,Non-Carbonated Beverages,,,,,HBWWM,W,NO,HBWWMWNO
Iced Bottled Water Water Medium,Water,Non-Carbonated Beverages,,,,,IBWWM,W,NO,IBWWMWNO
Hot Bottled Water Water Large,Water,Non-Carbonated Beverages,,,,,HBWWL,W,NO,HBWWLWNO
Iced Bottled Water Water Large,Water,Non-Carbonated Beverages,,,,,IBWWL,W,NO,IBWWLWNO
Iced Tea Tea,Tea,Non-Carbonated Beverages,,,,,ITT,T,NO,ITTTNO
Iced Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,ITTS,T,NO,ITTSTNO
Iced Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,ITTM,T,NO,ITTMTNO
Iced Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,ITTL,T,NO,ITTLTNO
Iced Tea Tea Extra Large,Tea,Non-Carbonated Beverages,,,,,ITTEL,T,NO,ITTELTNO
Iced Tea Tea King Size,Tea,Non-Carbonated Beverages,,,,,ITTKS,T,NO,ITTKSTNO
Iced Tea Tea Family Size,Tea,Non-Carbonated Beverages,,,,,ITTFS,T,NO,ITTFSTNO
Hot Iced Tea Tea,Tea,Non-Carbonated Beverages,,,,,HITT,T,NO,HITTTNO
Iced Iced Tea Tea,Tea,Non-Carbonated Beverages,,,,,IITT,T,NO,IITTTNO
Cold Iced Tea Tea,Tea,Non-Carbonated Beverages,,,,,CITT,T,NO,CITTTNO
Hot Iced Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,HITTS,T,NO,HITTSTNO
Iced Iced Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,IITTS,T,NO,IITTSTNO
Hot Iced Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,HITTM,T,NO,HITTMTNO
Iced Iced Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,IITTM,T,NO,IITTMTNO
Hot Iced Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,HITTL,T,NO,HITTLTNO
Iced Iced Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,IITTL,T,NO,IITTLTNO
Sweet Tea Tea,Tea,Non-Carbonated Beverages,,,,,STT,T,NO,STTTNO
Sweet Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,STTS,T,NO,STTSTNO
Sweet Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,STTM,T,NO,STTMTNO
Sweet Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,STTL,T,NO,STTLTNO
Sweet Tea Tea Extra Large,Tea,Non-Carbonated Beverages,,,,,STTEL,T,NO,STTELTNO
Sweet Tea Tea King Size,Tea,Non-Carbonated Beverages,,,,,STTKS,T,NO,STTKSTNO
Sweet Tea Tea Family Size,Tea,Non-Carbonated Beverages,,,,,STTFS,T,NO,STTFSTNO
Hot Sweet Tea Tea,Tea,Non-Carbonated Beverages,,,,,HSTT,T,NO,HSTTTNO
Iced Sweet Tea Tea,Tea,Non-Carbonated Beverages,,,,,ISTT,T,NO,ISTTTNO
Cold Sweet Tea Tea,Tea,Non-Carbonated Beverages,,,,,CSTT,T,NO,CSTTTNO
Hot Sweet Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,HSTTS,T,NO,HSTTSTNO
Iced Sweet Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,ISTTS,T,NO,ISTTSTNO
Hot Sweet Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,HSTTM,T,NO,HSTTMTNO
Iced Sweet Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,ISTTM,T,NO,ISTTMTNO
Hot Sweet Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,HSTTL,T,NO,HSTTLTNO
Iced Sweet Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,ISTTL,T,NO,ISTTLTNO
Green Tea Tea,Tea,Non-Carbonated Beverages,,,,,GTT,T,NO,GTTTNO
Green Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,GTTS,T,NO,GTTSTNO
Green Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,GTTM,T,NO,GTTMTNO
Green Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,GTTL,T,NO,GTTLTNO
Green Tea Tea Extra Large,Tea,Non-Carbonated Beverages,,,,,GTTEL,T,NO,GTTELTNO
Green Tea Tea King Size,Tea,Non-Carbonated Beverages,,,,,GTTKS,T,NO,GTTKSTNO
Green Tea Tea Family Size,Tea,Non-Carbonated Beverages,,,,,GTTFS,T,NO,GTTFSTNO
Hot Green Tea Tea,Tea,Non-Carbonated Beverages,,,,,HGTT,T,NO,HGTTTNO
Iced Green Tea Tea,Tea,Non-Carbonated Beverages,,,,,IGTT,T,NO,IGTTTNO
Cold Green Tea Tea,Tea,Non-Carbonated Beverages,,,,,CGTT,T,NO,CGTTTNO
Hot Green Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,HGTTS,T,NO,HGTTSTNO
Iced Green Tea Tea Small,Tea,Non-Carbonated Beverages,,,,,IGTTS,T,NO,IGTTSTNO
Hot Green Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,HGTTM,T,NO,HGTTMTNO
Iced Green Tea Tea Medium,Tea,Non-Carbonated Beverages,,,,,IGTTM,T,NO,IGTTMTNO
Hot Green Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,HGTTL,T,NO,HGTTLTNO
Iced Green Tea Tea Large,Tea,Non-Carbonated Beverages,,,,,IGTTL,T,NO,IGTTLTNO
Regular Milk Milk,Milk,Non-Carbonated Beverages,,,,,RMM,M,NO,RMMMNO
Regular Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,RMMS,M,NO,RMMSMNO
Regular Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,RMMM,M,NO,RMMMMNO
Regular Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,RMML,M,NO,RMMLMNO
Regular Milk Milk Extra Large,Milk,Non-Carbonated Beverages,,,,,RMMEL,M,NO,RMMELMNO
Regular Milk Milk King Size,Milk,Non-Carbonated Beverages,,,,,RMMKS,M,NO,RMMKSMNO
Regular Milk Milk Family Size,Milk,Non-Carbonated Beverages,,,,,RMMFS,M,NO,RMMFSMNO
Hot Regular Milk Milk,Milk,Non-Carbonated Beverages,,,,,HRMM,M,NO,HRMMMNO
Iced Regular Milk Milk,Milk,Non-Carbonated Beverages,,,,,IRMM,M,NO,IRMMMNO
Cold Regular Milk Milk,Milk,Non-Carbonated Beverages,,,,,CRMM,M,NO,CRMMMNO
Hot Regular Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,HRMMS,M,NO,HRMMSMNO
Iced Regular Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,IRMMS,M,NO,IRMMSMNO
Hot Regular Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,HRMMM,M,NO,HRMMMMNO
Iced Regular Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,IRMMM,M,NO,IRMMMMNO
Hot Regular Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,HRMML,M,NO,HRMMLMNO
Iced Regular Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,IRMML,M,NO,IRMMLMNO
Chocolate Milk Milk,Milk,Non-Carbonated Beverages,,,,,CMM,M,NO,CMMMNO
Chocolate Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,CMMS,M,NO,CMMSMNO
Chocolate Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,CMMM,M,NO,CMMMMNO
Chocolate Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,CMML,M,NO,CMMLMNO
Chocolate Milk Milk Extra Large,Milk,Non-Carbonated Beverages,,,,,CMMEL,M,NO,CMMELMNO
Chocolate Milk Milk King Size,Milk,Non-Carbonated Beverages,,,,,CMMKS,M,NO,CMMKSMNO
Chocolate Milk Milk Family Size,Milk,Non-Carbonated Beverages,,,,,CMMFS,M,NO,CMMFSMNO
Hot Chocolate Milk Milk,Milk,Non-Carbonated Beverages,,,,,HCMM,M,NO,HCMMMNO
Iced Chocolate Milk Milk,Milk,Non-Carbonated Beverages,,,,,ICMM,M,NO,ICMMMNO
Cold Chocolate Milk Milk,Milk,Non-Carbonated Beverages,,,,,CCMM,M,NO,CCMMMNO
Hot Chocolate Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,HCMMS,M,NO,HCMMSMNO
Iced Chocolate Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,ICMMS,M,NO,ICMMSMNO
Hot Chocolate Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,HCMMM,M,NO,HCMMMMNO
Iced Chocolate Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,ICMMM,M,NO,ICMMMMNO
Hot Chocolate Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,HCMML,M,NO,HCMMLMNO
Iced Chocolate Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,ICMML,M,NO,ICMMLMNO
Strawberry Milk Milk,Milk,Non-Carbonated Beverages,,,,,SMM,M,NO,SMMMNO
Strawberry Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,SMMS,M,NO,SMMSMNO
Strawberry Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,SMMM,M,NO,SMMMMNO
Strawberry Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,SMML,M,NO,SMMLMNO
Strawberry Milk Milk Extra Large,Milk,Non-Carbonated Beverages,,,,,SMMEL,M,NO,SMMELMNO
Strawberry Milk Milk King Size,Milk,Non-Carbonated Beverages,,,,,SMMKS,M,NO,SMMKSMNO
Strawberry Milk Milk Family Size,Milk,Non-Carbonated Beverages,,,,,SMMFS,M,NO,SMMFSMNO
Hot Strawberry Milk Milk,Milk,Non-Carbonated Beverages,,,,,HSMM,M,NO,HSMMMNO
Iced Strawberry Milk Milk,Milk,Non-Carbonated Beverages,,,,,ISMM,M,NO,ISMMMNO
Cold Strawberry Milk Milk,Milk,Non-Carbonated Beverages,,,,,CSMM,M,NO,CSMMMNO
Hot Strawberry Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,HSMMS,M,NO,HSMMSMNO
Iced Strawberry Milk Milk Small,Milk,Non-Carbonated Beverages,,,,,ISMMS,M,NO,ISMMSMNO
Hot Strawberry Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,HSMMM,M,NO,HSMMMMNO
Iced Strawberry Milk Milk Medium,Milk,Non-Carbonated Beverages,,,,,ISMMM,M,NO,ISMMMMNO
Hot Strawberry Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,HSMML,M,NO,HSMMLMNO
Iced Strawberry Milk Milk Large,Milk,Non-Carbonated Beverages,,,,,ISMML,M,NO,ISMMLMNO
Energy Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,EDSD,SD,NO,EDSDSDNO
Energy Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDS,SD,NO,EDSDSSDNO
Energy Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDM,SD,NO,EDSDMSDNO
Energy Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDL,SD,NO,EDSDLSDNO
Energy Drink Sports Drinks Extra Large,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDEL,SD,NO,EDSDELSDNO
Energy Drink Sports Drinks King Size,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDKS,SD,NO,EDSDKSSDNO
Energy Drink Sports Drinks Family Size,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDFS,SD,NO,EDSDFSSDNO
Hot Energy Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,HEDSD,SD,NO,HEDSDSDNO
Iced Energy Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,IEDSD,SD,NO,IEDSDSDNO
Cold Energy Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,CEDSD,SD,NO,CEDSDSDNO
Hot Energy Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,HEDSDS,SD,NO,HEDSDSSDNO
Iced Energy Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,IEDSDS,SD,NO,IEDSDSSDNO
Hot Energy Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,HEDSDM,SD,NO,HEDSDMSDNO
Iced Energy Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,IEDSDM,SD,NO,IEDSDMSDNO
Hot Energy Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,HEDSDL,SD,NO,HEDSDLSDNO
Iced Energy Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,IEDSDL,SD,NO,IEDSDLSDNO
Electrolyte Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,EDSD,SD,NO,EDSDSDNO
Electrolyte Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDS,SD,NO,EDSDSSDNO
Electrolyte Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDM,SD,NO,EDSDMSDNO
Electrolyte Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDL,SD,NO,EDSDLSDNO
Electrolyte Drink Sports Drinks Extra Large,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDEL,SD,NO,EDSDELSDNO
Electrolyte Drink Sports Drinks King Size,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDKS,SD,NO,EDSDKSSDNO
Electrolyte Drink Sports Drinks Family Size,Sports Drinks,Non-Carbonated Beverages,,,,,EDSDFS,SD,NO,EDSDFSSDNO
Hot Electrolyte Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,HEDSD,SD,NO,HEDSDSDNO
Iced Electrolyte Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,IEDSD,SD,NO,IEDSDSDNO
Cold Electrolyte Drink Sports Drinks,Sports Drinks,Non-Carbonated Beverages,,,,,CEDSD,SD,NO,CEDSDSDNO
Hot Electrolyte Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,HEDSDS,SD,NO,HEDSDSSDNO
Iced Electrolyte Drink Sports Drinks Small,Sports Drinks,Non-Carbonated Beverages,,,,,IEDSDS,SD,NO,IEDSDSSDNO
Hot Electrolyte Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,HEDSDM,SD,NO,HEDSDMSDNO
Iced Electrolyte Drink Sports Drinks Medium,Sports Drinks,Non-Carbonated Beverages,,,,,IEDSDM,SD,NO,IEDSDMSDNO
Hot Electrolyte Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,HEDSDL,SD,NO,HEDSDLSDNO
Iced Electrolyte Drink Sports Drinks Large,Sports Drinks,Non-Carbonated Beverages,,,,,IEDSDL,SD,NO,IEDSDLSDNO
Americano Hot Coffee,Hot Coffee,Coffee,,,,,AHC,HC,CO,AHCHCCO
Americano Hot Coffee Small,Hot Coffee,Coffee,,,,,AHCS,HC,CO,AHCSHCCO
Americano Hot Coffee Medium,Hot Coffee,Coffee,,,,,AHCM,HC,CO,AHCMHCCO
Americano Hot Coffee Large,Hot Coffee,Coffee,,,,,AHCL,HC,CO,AHCLHCCO
Americano Hot Coffee Extra Large,Hot Coffee,Coffee,,,,,AHCEL,HC,CO,AHCELHCCO
Americano Hot Coffee King Size,Hot Coffee,Coffee,,,,,AHCKS,HC,CO,AHCKSHCCO
Americano Hot Coffee Family Size,Hot Coffee,Coffee,,,,,AHCFS,HC,CO,AHCFSHCCO
Hot Americano Hot Coffee,Hot Coffee,Coffee,,,,,HAHC,HC,CO,HAHCHCCO
Iced Americano Hot Coffee,Hot Coffee,Coffee,,,,,IAHC,HC,CO,IAHCHCCO
Cold Americano Hot Coffee,Hot Coffee,Coffee,,,,,CAHC,HC,CO,CAHCHCCO
Americano Hot Coffee Extra Crispy,Hot Coffee,Coffee,,,,,AHCEC,HC,CO,AHCECHCCO
Americano Hot Coffee No Mayo,Hot Coffee,Coffee,,,,,AHCNM,HC,CO,AHCNMHCCO
Americano Hot Coffee Extra Cheese,Hot Coffee,Coffee,,,,,AHCEC,HC,CO,AHCECHCCO
Americano Hot Coffee Spicy,Hot Coffee,Coffee,,,,,AHCS,HC,CO,AHCSHCCO
Americano Hot Coffee Mild,Hot Coffee,Coffee,,,,,AHCM,HC,CO,AHCMHCCO
Americano Hot Coffee BBQ,Hot Coffee,Coffee,,,,,AHCB,HC,CO,AHCBHCCO
Hot Americano Hot Coffee Small,Hot Coffee,Coffee,,,,,HAHCS,HC,CO,HAHCSHCCO
Iced Americano Hot Coffee Small,Hot Coffee,Coffee,,,,,IAHCS,HC,CO,IAHCSHCCO
Hot Americano Hot Coffee Medium,Hot Coffee,Coffee,,,,,HAHCM,HC,CO,HAHCMHCCO
Iced Americano Hot Coffee Medium,Hot Coffee,Coffee,,,,,IAHCM,HC,CO,IAHCMHCCO
Hot Americano Hot Coffee Large,Hot Coffee,Coffee,,,,,HAHCL,HC,CO,HAHCLHCCO
Iced Americano Hot Coffee Large,Hot Coffee,Coffee,,,,,IAHCL,HC,CO,IAHCLHCCO
Latte Hot Coffee,Hot Coffee,Coffee,,,,,LHC,HC,CO,LHCHCCO
Latte Hot Coffee Small,Hot Coffee,Coffee,,,,,LHCS,HC,CO,LHCSHCCO
Latte Hot Coffee Medium,Hot Coffee,Coffee,,,,,LHCM,HC,CO,LHCMHCCO
Latte Hot Coffee Large,Hot Coffee,Coffee,,,,,LHCL,HC,CO,LHCLHCCO
Latte Hot Coffee Extra Large,Hot Coffee,Coffee,,,,,LHCEL,HC,CO,LHCELHCCO
Latte Hot Coffee King Size,Hot Coffee,Coffee,,,,,LHCKS,HC,CO,LHCKSHCCO
Latte Hot Coffee Family Size,Hot Coffee,Coffee,,,,,LHCFS,HC,CO,LHCFSHCCO
Hot Latte Hot Coffee,Hot Coffee,Coffee,,,,,HLHC,HC,CO,HLHCHCCO
Iced Latte Hot Coffee,Hot Coffee,Coffee,,,,,ILHC,HC,CO,ILHCHCCO
Cold Latte Hot Coffee,Hot Coffee,Coffee,,,,,CLHC,HC,CO,CLHCHCCO
Latte Hot Coffee Extra Crispy,Hot Coffee,Coffee,,,,,LHCEC,HC,CO,LHCECHCCO
Latte Hot Coffee No Mayo,Hot Coffee,Coffee,,,,,LHCNM,HC,CO,LHCNMHCCO
Latte Hot Coffee Extra Cheese,Hot Coffee,Coffee,,,,,LHCEC,HC,CO,LHCECHCCO
Latte Hot Coffee Spicy,Hot Coffee,Coffee,,,,,LHCS,HC,CO,LHCSHCCO
Latte Hot Coffee Mild,Hot Coffee,Coffee,,,,,LHCM,HC,CO,LHCMHCCO
